4.495500621,4.912174909,4.816673459,4.59524214,4.759813217,4.858729637,4.983233666,5.010379963,4.879799233,5.136881884
4.73825979,4.89093403,4.795120793,4.759538864,4.901558971,4.808746667,5.056521213,4.904548589,4.995036455,5.053649689
4.480743787,4.694915349,4.533801363,4.731446512,4.734215589,4.744937085,4.870129417,4.859197614,4.711905119,4.718506783
4.332086122,4.373083748,4.333654445,4.494284698,4.419961569,4.537513977,4.527818634,4.549432213,4.608429553,4.360916481
4.128675351,4.102857968,4.08262252,4.205630861,4.135523417,4.235486371,4.226928198,4.266218463,4.133545887,4.01943923
3.720713107,3.612299109,3.764424376,3.767463085,3.613422999,3.77769089,3.780789347,3.836353581,3.821791371,3.656717389
3.097809262,3.344251625,3.32551695,3.442825209,3.323569288,3.338911519,3.510403021,3.457134391,3.263648849,3.098155362
2.639356847,2.683796932,2.775867356,2.68848393,2.795520246,2.806470156,2.906624105,2.822564362,2.761157898,2.551024214
2.044570973,2.038457371,2.113846337,2.155609958,2.121136393,2.075427344,2.056670694,2.298192147,1.984885389,1.932524221
1.301161323,1.533249728,1.416096319,1.517653273,1.633688868,1.438162113,1.398313651,1.258989521,1.618466617,1.081934988
1.022811099,0.962953873,1.009636149,1.057204352,0.979433172,1.092981851,1.143950895,1.003207156,0.931773695,0.800148829
0.670228977,0.70428355,0.560096942,0.534012371,0.340182479,0.588031164,0.74112343,0.639206904,0.526644562,0.566079367
0.453214669,-0.159291332,0.243317836,0.24367017,0.090953539,0.344705555,0.585460379,0.305718967,-0.433502029,-0.07158146
-0.265775559,-0.352539588,-0.144231302,-0.276448914,-0.331374638,-0.288974075,0.001686302,-0.168541847,-0.671068331,-0.743891581
-0.824345512,-0.779863557,-1.173559337,-0.717742319,-0.862429418,-0.629938561,-0.678295109,-1.273923424,-1.650695866,-1.841031022
-1.05421826,-1.050879871,-1.333725934,-1.113256085,-0.887365966,-1.063568087,-1.736472838,-1.627281588,-2.319935359,-2.665235284
-2.206689671,-1.933180318,-2.341939327,-2.03937599,-1.827957344,-1.679124818,-1.896637417,-2.625423801,-2.928516125,-2.662030764
-3.624487209,-4.19185757,-3.192784591,-3.326811755,-3.313560209,-3.481710987,-3.377322596,-3.198385609,-3.520521826,-4.421240544
-5.152933049,-12.92011124,-6.413351245,-5.502441537,-6.146156435,-5.923283767,-5.395673772,-9.242793586,-6.801915767,-5.464170703
-13.76132079,-13.73659038,-13.69391804,-8.101245202,-13.59722617,-13.57528053,-13.59622133,-13.68065262,-13.86122157,-8.220819489
-15.20152054,-15.1843862,-15.15635111,-15.12686844,-15.10310234,-15.1025438,-15.13571899,-15.22676232,-15.39353373,-15.67812763
